,homepage_url,funding_total_usd,country_code,region,funding_rounds,founded_at,founded_quarter,first_funding_at,last_funding_at,label,industry
578,1,17087500.0,USA,SF Bay Area,3,2013-02-05,1,2009-12-22,2014-06-10,5,Curated Web
580,1,4139407.0,USA,Philadelphia,5,2010-06-01,2,2011-05-01,2014-10-17,5,Curated Web
582,1,7618249.0,USA,Portland Oregon,3,2006-01-01,1,2008-11-26,2009-07-16,5,Curated Web
583,0,2100000.0,USA,SF Bay Area,1,2002-01-01,1,2005-06-01,2005-06-01,4,Software
585,1,450000.0,USA,Boston,1,2008-07-01,3,2011-08-16,2011-08-16,2,Software
586,1,960000.0,USA,Kansas City,3,2010-06-01,2,2012-12-05,2014-11-20,3,Health and Wellness
589,1,50000.0,USA,Boston,1,2007-05-04,2,2010-10-21,2010-10-21,1,Education
590,1,132500.0,USA,Minneapolis,1,2009-01-01,1,2012-09-19,2012-09-19,2,Health Care
592,1,2757346.0,USA,Denver,3,2009-03-01,1,2010-05-06,2013-02-12,4,Software
593,1,4250000.0,USA,Akron  Canton,2,2008-01-01,1,2010-06-24,2013-11-24,5,Clean Technology
594,1,661000.0,SWE,SWE  Other,1,2007-01-01,1,2010-05-12,2010-05-12,3,Clean Technology
597,1,200000.0,USA,Providence,1,2012-01-01,1,2014-05-09,2014-05-09,2,Software
599,1,1287963.0,GBR,Sheffield,1,2007-01-01,1,2013-07-18,2013-07-18,3,Biotechnology
600,1,28364818.0,USA,Knoxville,10,2006-01-01,1,2009-10-06,2014-04-07,5,Health Care
601,1,4545754.0,GBR,London,1,2009-01-01,1,2013-08-12,2013-08-12,5,Finance
602,1,1300000.0,DEU,Frankfurt,1,2009-10-01,4,2013-11-01,2013-11-01,4,Software
604,1,34300806.0,GBR,London,1,2002-01-01,1,2014-07-07,2014-07-07,5,Biotechnology
606,1,22009460.0,CHE,Lausanne,1,2003-01-01,1,2014-01-09,2014-01-09,5,Biotechnology
607,1,15000.0,USA,Nashville,1,2012-03-10,1,2012-05-20,2012-05-20,1,Apps
608,1,23000000.0,USA,Boston,2,2009-01-01,1,2011-12-12,2013-05-15,5,0_other_cat
609,1,762000.0,USA,Nashville,1,2012-01-01,1,2013-03-29,2013-03-29,3,Software
610,1,2338650.0,USA,Phoenix,1,2010-01-01,1,2013-12-11,2013-12-11,4,Health and Wellness
611,1,33500000.0,GBR,London,2,2006-01-01,1,2011-03-31,2013-09-03,5,Biotechnology
613,0,368000.0,PRT,PRT  Other,1,2003-01-01,1,2005-06-03,2005-06-03,2,0_other_cat
614,1,4499999.0,CAN,Montreal,1,2005-01-01,1,2012-07-30,2012-07-30,5,0_other_cat
615,1,17800000.0,USA,SF Bay Area,4,2008-09-01,3,2007-11-02,2013-09-26,5,Social Media
619,1,10000000.0,USA,SF Bay Area,1,2004-01-01,1,2009-01-01,2009-01-01,5,Education
623,1,4000000.0,USA,Boston,1,2009-01-01,1,2010-01-08,2010-01-08,5,Finance
624,1,16424363.0,GBR,Runcorn,3,2004-08-01,3,2008-12-03,2011-06-15,5,Clean Technology
626,1,131568.0,ARG,Buenos Aires,2,2012-07-01,3,2013-10-01,2014-01-01,2,Education
627,1,4710960.0,DNK,DNK  Other,1,2009-01-01,1,2013-03-15,2013-03-15,5,Health Care
630,1,25478613.0,USA,Salt Lake City,1,2002-01-01,1,2014-08-20,2014-08-20,5,ECommerce
631,1,31040000.0,CAN,Montreal,3,2004-01-01,1,2006-03-09,2010-08-04,5,Mobile
632,1,1270000.0,SWE,Stockholm,1,2004-01-01,1,2007-06-19,2007-06-19,3,Hardware  Software
635,1,430000.0,USA,SF Bay Area,1,2005-01-01,1,2009-10-10,2009-10-10,2,Biotechnology
640,1,3033472.0,USA,SF Bay Area,1,2009-01-01,1,2013-05-10,2013-05-10,4,Mobile
642,1,150000.0,USA,SF Bay Area,1,2009-01-01,1,2009-12-24,2009-12-24,2,Mobile
645,1,8500000.0,USA,Kansas City,2,2011-01-01,1,2012-05-21,2013-10-25,5,Analytics
648,1,4045500.0,USA,Los Angeles,3,2005-01-01,1,2010-05-10,2014-04-16,5,Enterprise Software
650,1,457282.0,USA,Boston,7,2008-08-01,3,2008-01-01,2009-12-04,1,Apps
651,1,5705841.0,USA,Seattle,3,2001-01-01,1,2009-05-15,2013-06-11,5,Software
654,1,28500000.0,USA,Colorado Springs,2,2006-01-01,1,2008-09-30,2012-10-16,5,Software
656,1,25000000.0,USA,SF Bay Area,2,2007-01-01,1,2007-10-01,2012-05-01,5,Networking
659,0,4000000.0,USA,San Diego,1,2010-01-01,1,2011-12-29,2011-12-29,5,Health and Wellness
662,1,775000.0,USA,Tampa,2,2002-01-01,1,2012-02-08,2013-06-25,3,Biotechnology
663,1,2000000.0,IND,New Delhi,1,2007-07-25,3,2014-08-27,2014-08-27,4,Internet
665,0,25305000.0,USA,SF Bay Area,4,2002-01-01,1,2005-09-16,2010-12-14,5,Software
666,1,3020000.0,USA,Columbus Ohio,3,2011-01-01,1,2011-06-01,2013-06-13,4,Software
668,1,7131124.0,USA,Chicago,3,2007-03-01,1,2008-06-03,2010-05-04,4,Security
670,1,13793098.0,USA,SF Bay Area,3,2002-01-01,1,2010-03-03,2012-10-01,5,Health Care
673,1,30000000.0,USA,IL  Other,1,2007-01-01,1,2012-02-09,2012-02-09,5,Security
675,1,352500.0,USA,Denver,2,2010-01-01,1,2013-06-26,2013-10-07,2,Mobile
676,1,3200000.0,USA,New York City,2,2008-01-01,1,2010-04-01,2011-04-01,4,Advertising
679,1,4500000.0,ROM,Iasi,1,2008-08-22,3,2010-01-26,2010-01-26,5,Advertising
680,1,250000.0,USA,Seattle,1,2011-01-01,1,2011-05-20,2011-05-20,2,Biotechnology
681,1,21376001.0,USA,San Diego,6,2004-01-01,1,2009-10-06,2012-06-21,5,Health Care
688,1,20000000.0,USA,Los Angeles,2,2003-01-01,1,2008-10-29,2011-01-05,5,Advertising
692,1,4979639.0,USA,Pittsburgh,4,2002-01-01,1,2012-02-29,2014-01-02,5,Analytics
694,1,90000.0,USA,Columbus Ohio,2,2012-02-01,1,2012-06-01,2012-08-07,1,Analytics
697,1,53744444.0,USA,Philadelphia,4,2007-01-01,1,2010-01-21,2014-05-13,5,Health and Wellness
699,1,20600000.0,USA,SF Bay Area,2,2013-01-01,1,2014-06-16,2014-11-19,5,Social Media
701,1,1200000.0,USA,Detroit,1,2008-01-01,1,2010-10-21,2010-10-21,3,Biotechnology
704,1,8500000.0,JPN,Tokyo,2,2009-06-01,2,2013-06-01,2014-11-25,5,SaaS
705,1,34072000.0,USA,SF Bay Area,4,2003-01-01,1,2004-08-09,2008-03-01,5,Finance
709,1,3315000.0,USA,Denver,1,2000-01-01,1,2008-07-03,2008-07-03,4,Software
710,1,1000000.0,USA,Ft Lauderdale,1,2001-01-01,1,2013-05-21,2013-05-21,3,Biotechnology
711,1,12024769.0,USA,Palm Beaches,3,2010-01-01,1,2010-05-27,2013-05-30,5,Biotechnology
713,1,760000.0,USA,Kansas City,1,2011-01-01,1,2011-02-21,2011-02-21,3,Health and Wellness
716,1,12050000.0,SWE,Stockholm,4,2005-01-01,1,2008-01-01,2012-06-25,5,Mobile
718,1,6321095.0,GBR,GBR  Other,1,2008-01-01,1,2011-09-15,2011-09-15,5,Health Care
722,1,2500000.0,USA,Chicago,1,2001-04-01,2,2014-09-05,2014-09-05,4,0_other_cat
724,1,4277507.0,USA,Denver,2,2005-01-01,1,2011-11-08,2014-04-16,5,Software
727,1,329695.0,GBR,Worcester,1,2011-01-01,1,2012-08-20,2012-08-20,2,Hardware  Software
731,1,8198838.0,USA,Denver,4,2002-01-01,1,2008-07-01,2014-10-17,4,Security
732,1,30500000.0,USA,Long Island,2,2006-01-01,1,2011-07-28,2014-02-03,5,Hardware  Software
733,1,1245092.0,USA,Pittsburgh,3,2006-01-01,1,2010-05-17,2014-06-20,3,Biotechnology
735,1,104594.0,IRL,Dublin,1,2010-01-01,1,2013-03-01,2013-03-01,2,Health and Wellness
736,1,18700000.0,USA,Los Angeles,5,2007-01-01,1,2008-08-01,2012-05-29,5,Advertising
737,1,75000.0,USA,New York City,1,2010-01-01,1,2011-04-01,2011-04-01,1,Finance
745,1,600000.0,USA,St Louis,1,2013-01-01,1,2013-08-08,2013-08-08,3,Health Care
746,1,4880000.0,CAN,Montreal,1,2000-01-01,1,2007-05-30,2007-05-30,1,0_other_cat
747,1,737630.0,USA,Washington DC,2,2011-04-20,2,2012-10-08,2013-07-01,3,Social Media
749,1,3638201.0,USA,SF Bay Area,1,2006-01-01,1,2010-04-30,2010-04-30,4,Software
754,1,30000.0,BRA,Rio de Janeiro,1,2009-01-01,1,2009-01-01,2009-01-01,1,Advertising
759,1,13274403.0,GBR,London,3,2010-02-01,1,2010-05-01,2014-01-01,5,ECommerce
761,1,150000.0,USA,Philadelphia,1,2008-01-01,1,2010-05-10,2010-05-10,2,Software
762,1,9000000.0,USA,Newark,1,2000-01-01,1,2007-07-24,2007-07-24,5,Software
763,1,100000.0,NLD,Amsterdam,1,2013-05-01,2,2013-11-26,2013-11-26,2,Education
764,1,3600000.0,USA,Atlanta,3,2010-01-01,1,2012-08-28,2013-09-24,4,Enterprise Software
771,1,1250000.0,USA,Boston,1,2011-10-14,4,2013-10-09,2013-10-09,3,Curated Web
775,1,1400000.0,USA,SF Bay Area,1,2013-01-01,1,2014-01-14,2014-01-14,4,Software
780,1,13800000.0,THA,Bangkok,2,2013-01-01,1,2013-12-19,2014-06-08,5,ECommerce
782,1,7300000.0,USA,SF Bay Area,1,2013-01-01,1,2013-06-04,2013-06-04,4,Mobile
783,1,1998000.0,DNK,DNK  Other,3,2003-01-01,1,2005-12-28,2009-03-02,4,Hardware  Software
785,1,592000.0,GBR,London,1,2000-01-01,1,2006-01-17,2006-01-17,3,Software
786,0,20000000.0,USA,Boston,1,2002-01-01,1,2006-06-19,2006-06-19,5,Software
790,1,8960000.0,USA,Anaheim,3,2012-02-29,1,2012-06-01,2014-03-14,5,Apps
791,1,976865.0,GBR,Daresbury,1,2012-01-01,1,2013-03-09,2013-03-09,3,Clean Technology
793,1,15000000.0,USA,Houston,4,2006-01-01,1,2010-11-03,2014-07-01,5,Clean Technology
795,1,808211.0,GBR,London,1,2013-06-05,2,2013-10-28,2013-10-28,3,Mobile
796,1,40000.0,USA,New York City,1,2012-01-01,1,2013-01-07,2013-01-07,3,Curated Web
798,1,12100000.0,CAN,Brossard,3,2003-01-01,1,2011-08-16,2014-01-30,5,Software
799,0,3000.0,USA,Raleigh,1,2011-03-01,1,2014-05-23,2014-05-23,1,Unknown
802,1,20000000.0,USA,Grand Rapids,1,2006-01-01,1,2010-01-29,2010-01-29,5,Finance
804,1,11000000.0,SGP,Singapore,1,2002-01-01,1,2004-01-01,2004-01-01,5,0_other_cat
806,0,20292075.0,USA,Denver,1,2005-01-01,1,2009-04-07,2009-04-07,5,Finance
811,1,150000.0,COL,Bogota,1,2008-02-01,1,2012-01-01,2012-01-01,2,Enterprise Software
814,1,26980000.0,USA,SF Bay Area,6,2008-01-01,1,2008-05-06,2010-06-11,5,Biotechnology
817,1,22123893.0,USA,Boston,1,2004-01-01,1,2010-08-01,2010-08-01,5,Clean Technology
818,1,116987.0,IRL,Dublin,3,2013-01-01,1,2013-01-17,2014-06-06,2,0_other_cat
822,1,137500.0,USA,Minneapolis,1,2003-01-01,1,2011-08-25,2011-08-25,2,0_other_cat
824,1,3759300.0,FRA,Paris,1,2003-01-01,1,2006-07-18,2006-07-18,4,Software
827,1,855000.0,DNK,DNK  Other,1,2010-01-01,1,2012-10-30,2012-10-30,3,Unknown
828,1,7000720.0,USA,New York City,2,2000-01-01,1,2011-11-03,2014-01-21,5,Biotechnology
829,1,600000.0,USA,Newark,2,2009-01-01,1,2009-03-20,2013-02-21,3,Biotechnology
834,1,100000.0,USA,St Louis,2,2010-01-01,1,2011-09-01,2011-11-01,2,Games
838,0,1000000.0,DEU,Munich,1,2005-01-01,1,2006-02-06,2006-02-06,3,Advertising
840,1,250000.0,PRT,Lisbon,1,2009-07-01,3,2009-07-01,2009-07-01,2,0_other_cat
842,1,500000.0,DNK,DNK  Other,1,2013-01-01,1,2014-01-09,2014-01-09,3,Software
843,1,1510005.0,USA,SF Bay Area,1,2008-01-01,1,2011-02-25,2011-02-25,4,Software
846,1,250000.0,CAN,AB  Other,1,2010-02-01,1,2014-01-04,2014-01-04,2,Finance
847,1,6000000.0,USA,New York City,2,2012-01-01,1,2012-09-16,2013-09-16,5,Mobile
848,1,900000.0,BEL,Brussels,1,2000-05-01,2,2000-12-01,2000-12-01,3,Software
850,1,25000000.0,USA,Chicago,1,2002-01-01,1,2010-01-20,2010-01-20,5,Software
851,1,40000.0,USA,Atlanta,1,2006-01-01,1,2012-09-26,2012-09-26,1,Software
852,1,2310008.0,GBR,GBR  Other,2,2005-01-01,1,2007-03-06,2013-03-29,4,Software
853,1,22585000.0,DEU,DEU  Other,2,2004-01-01,1,2009-11-20,2011-02-16,5,Biotechnology
855,1,950000.0,USA,Indianapolis,2,2009-01-01,1,2012-01-06,2014-09-03,3,Health Care
857,1,16000000.0,USA,Boston,3,2010-08-09,3,2010-08-09,2012-11-13,5,Analytics
858,1,40000.0,USA,Minneapolis,1,2009-01-01,1,2013-05-15,2013-05-15,1,Biotechnology
859,1,705000.0,USA,New York City,2,2010-01-01,1,2011-05-11,2014-11-15,3,Games
862,1,1120000.0,NOR,Trondheim,1,2006-01-01,1,2008-01-03,2008-01-03,3,Software
863,1,22500000.0,USA,Boston,5,2003-01-01,1,2004-08-01,2010-09-21,5,Enterprise Software
866,1,1300000.0,USA,Denver,1,2010-01-01,1,2014-11-07,2014-11-07,4,ECommerce
867,1,925000.0,USA,Santa Barbara,3,2007-01-01,1,2010-04-20,2013-05-16,3,Biotechnology
868,1,11500000.0,CHN,CHN  Other,2,2005-01-01,1,2005-01-01,2008-05-01,5,Advertising
873,1,16400000.0,USA,Los Angeles,4,2008-10-01,4,2009-11-03,2012-08-28,1,Enterprise Software
874,1,5000.0,USA,Salem Oregon,1,2013-07-01,3,2013-11-09,2013-11-09,1,0_other_cat
876,1,6000000.0,USA,Dallas,1,2004-01-01,1,2011-06-15,2011-06-15,5,0_other_cat
878,1,1054991.0,FRA,Nice,1,2007-01-01,1,2014-08-29,2014-08-29,3,Cloud Computing
879,1,20000.0,UKR,Kiev,1,2011-03-01,1,2012-01-16,2012-01-16,1,Social Network Media
880,1,4099999.0,USA,SF Bay Area,1,2012-01-01,1,2014-07-23,2014-07-23,5,0_other_cat
881,1,899955.0,USA,Seattle,1,2012-04-11,2,2014-02-04,2014-02-04,3,Education
883,1,13250001.0,USA,New York City,2,2007-01-01,1,2011-09-19,2012-11-30,5,Finance
884,1,2750000.0,USA,Seattle,1,2006-06-01,2,2008-01-21,2008-01-21,4,0_other_cat
886,1,490000.0,LTU,Vilnius,3,2006-11-27,4,2007-03-01,2010-03-01,2,Mobile
887,1,680000.0,USA,Portland Oregon,2,2007-01-01,1,2010-03-09,2010-11-05,3,Software
889,1,10000000.0,ISR,Tel Aviv,2,2006-01-01,1,2007-11-13,2010-01-22,5,Health Care
893,1,2200000.0,USA,SF Bay Area,2,2011-01-01,1,2012-02-09,2014-09-02,4,Education
895,1,4275852.0,SWE,Linkoping,2,2007-01-01,1,2011-06-17,2012-09-07,5,Mobile
897,1,2500000.0,USA,Los Angeles,2,2011-01-01,1,2013-08-15,2014-08-15,4,0_other_cat
899,1,3000000.0,SGP,Singapore,2,2009-02-04,1,2010-08-25,2013-11-25,4,Social Media
900,1,6061005.0,GBR,Bath,1,2009-01-01,1,2013-11-20,2013-11-20,5,Software
901,1,550000.0,USA,Hartford,2,2009-01-01,1,2011-10-26,2014-05-16,3,Health Care
903,1,150000.0,USA,PA  Other,1,2006-01-01,1,2012-03-06,2012-03-06,2,Hardware  Software
905,1,2000000.0,ISR,Tel Aviv,1,2005-01-01,1,2009-10-14,2009-10-14,4,SaaS
906,1,242500.0,USA,San Diego,1,2011-01-01,1,2011-05-06,2011-05-06,2,Software
907,1,11879704.0,USA,Los Angeles,4,2011-01-01,1,2011-06-17,2012-09-28,5,0_other_cat
908,1,2670394.0,USA,Seattle,2,2012-01-01,1,2014-01-12,2014-07-18,4,Biotechnology
910,1,439603.0,USA,Seattle,1,2002-01-01,1,2009-09-04,2009-09-04,2,Biotechnology
915,1,3000000.0,USA,New York City,1,2009-01-01,1,2013-07-18,2013-07-18,4,Advertising
916,1,23300000.0,USA,Seattle,4,2008-01-01,1,2009-11-03,2014-10-21,5,Software
922,1,10563501.0,GBR,London,3,2009-05-01,2,2009-07-01,2012-09-19,5,Software
923,1,10000000.0,USA,SF Bay Area,3,2011-08-01,3,2011-08-01,2014-08-12,5,Health Care
927,1,2000000.0,USA,Denver,1,2007-01-01,1,2013-10-16,2013-10-16,4,Health Care
929,1,6400000.0,USA,Seattle,2,2009-01-01,1,2011-01-11,2012-06-04,5,Biotechnology
931,1,2000000.0,USA,Los Angeles,2,2012-08-01,3,2012-10-18,2013-10-21,4,Mobile
932,1,17600000.0,USA,SF Bay Area,3,2005-11-01,4,2005-01-01,2008-01-23,5,Mobile
933,1,50000.0,USA,Houston,1,2010-03-01,1,2010-03-01,2010-03-01,1,Video
934,1,4549999.0,USA,New York City,2,2010-01-01,1,2010-03-25,2011-06-01,5,Advertising
935,1,175000.0,USA,Dallas,2,2013-11-01,4,2013-11-15,2014-04-17,2,Software
936,1,99234.0,GBR,London,1,2013-12-12,4,2014-01-01,2014-01-01,1,Advertising
938,1,1075000.0,USA,Detroit,2,2012-01-01,1,2014-01-29,2014-07-09,3,0_other_cat
940,1,6637111.0,USA,Los Angeles,2,2011-01-01,1,2013-03-29,2014-08-19,5,Health Care
941,1,19500000.0,USA,SF Bay Area,2,2012-01-01,1,2012-12-01,2014-01-20,5,Cloud Computing
942,1,3010802.0,AUS,AUS  Other,1,2010-01-01,1,2010-12-24,2010-12-24,4,Biotechnology
944,1,7131660.0,USA,Honolulu,4,2008-01-01,1,2010-09-29,2014-08-01,5,0_other_cat
946,1,16377078.0,USA,San Diego,5,2006-01-01,1,2012-04-06,2014-08-20,5,Biotechnology
947,1,2700000.0,USA,Tampa,1,2007-01-01,1,2012-07-11,2012-07-11,4,0_other_cat
950,1,48500000.0,USA,SF Bay Area,5,2006-11-01,4,2007-02-01,2011-03-28,5,Video
952,1,10000000.0,USA,Los Angeles,1,2001-01-01,1,2005-06-12,2005-06-12,5,Advertising
954,1,5954000.0,USA,Boston,3,2008-03-15,1,2009-10-27,2014-01-16,5,Mobile
960,1,22999999.0,USA,Salt Lake City,3,2001-01-01,1,2010-09-14,2014-01-09,5,Enterprise Software
961,1,4000000.0,USA,SF Bay Area,1,2007-01-01,1,2010-08-04,2010-08-04,5,0_other_cat
962,1,10400000.0,USA,Anaheim,2,2012-01-01,1,2014-09-12,2014-09-15,5,Mobile
964,1,7875598.0,USA,Ft Lauderdale,2,2009-01-01,1,2011-01-24,2012-10-16,5,ECommerce
967,1,10350000.0,USA,Seattle,2,2009-01-01,1,2010-03-26,2011-06-10,1,Biotechnology
968,1,550000.0,USA,Louisville,1,2002-01-01,1,2013-10-29,2013-10-29,3,Software
969,1,24020000.0,USA,New York City,4,2007-01-01,1,2007-02-15,2012-01-11,5,Games
970,1,19670000.0,IRL,Dublin,2,2003-01-01,1,2006-04-20,2007-06-07,5,Mobile
971,1,24845955.0,USA,Charlotte,6,2007-01-01,1,2009-11-04,2013-01-04,5,Enterprise Software
973,1,13200000.0,USA,New York City,4,2010-04-14,2,2010-08-11,2012-05-09,5,Advertising
976,1,44115160.0,USA,SF Bay Area,4,2009-01-01,1,2006-02-20,2013-02-21,5,Advertising
978,1,7250000.0,USA,St Louis,4,2008-01-01,1,2013-04-17,2014-10-02,5,Biotechnology
979,1,13000000.0,USA,SF Bay Area,1,2012-01-01,1,2014-08-07,2014-08-07,5,Analytics
980,1,20000000.0,USA,Indianapolis,1,2001-01-01,1,2007-07-04,2007-07-04,5,Finance
982,1,1300000.0,USA,Austin,1,2012-03-26,1,2014-10-03,2014-10-03,4,0_other_cat
984,1,9000000.0,GBR,London,2,2012-01-01,1,2013-07-15,2014-03-11,5,Mobile
985,1,40400000.0,USA,SF Bay Area,4,2003-01-01,1,2004-09-01,2012-05-01,5,Advertising
987,1,40000000.0,CHE,Lausanne,1,2011-01-01,1,2013-10-16,2013-10-16,5,Biotechnology
988,1,6500000.0,USA,New York City,2,2011-12-01,4,2012-11-01,2013-11-01,5,Advertising
992,1,2940000.0,CAN,Toronto,1,2007-03-01,1,2008-06-11,2008-06-11,3,Mobile
994,1,10000000.0,CHN,Shanghai,3,2007-01-01,1,2008-06-12,2011-03-01,5,Advertising
999,1,733372.0,NLD,Amsterdam,1,2012-01-01,1,2013-08-08,2013-08-08,3,Advertising
1000,1,1050284.0,KOR,Seoul,2,2010-10-18,4,2011-10-01,2013-06-14,3,Software
1001,1,1800000.0,USA,SF Bay Area,1,2014-04-03,2,2014-04-04,2014-04-04,4,Software
1004,1,4160600.0,ESP,Barcelona,2,2012-01-01,1,2012-09-19,2013-01-01,1,Mobile
1007,1,54493.0,CAN,Ottawa,2,2010-12-01,4,2010-01-01,2011-04-15,1,Software
1009,1,1170000.0,USA,Newark,1,2009-08-01,3,2009-01-01,2009-01-01,3,ECommerce
1010,1,1000000.0,USA,Los Angeles,1,2009-08-01,3,2011-01-01,2011-01-01,3,Advertising
1011,1,110000.0,USA,SF Bay Area,1,2010-04-01,2,2010-04-01,2010-04-01,2,Internet
1013,1,200000.0,USA,New York City,1,2014-04-01,2,2013-08-23,2013-08-23,2,0_other_cat
1014,1,650000.0,FIN,Helsinki,1,2013-01-01,1,2013-11-07,2013-11-07,3,Search
1015,1,725000.0,USA,Charlotte,1,2011-01-01,1,2012-10-13,2012-10-13,3,Analytics
1017,1,500000.0,LTU,Vilnius,1,2011-01-01,1,2013-06-06,2013-06-06,3,Advertising
1019,1,2729000.0,USA,SF Bay Area,2,2012-05-01,2,2013-05-15,2013-07-24,4,Enterprise Software
1020,1,1800000.0,DNK,Copenhagen,1,2013-06-01,2,2013-11-28,2013-11-28,4,ECommerce
1021,1,300000.0,USA,SF Bay Area,2,2012-05-01,2,2013-09-23,2014-06-24,2,Mobile
1024,1,1500000.0,USA,Austin,2,2010-04-01,2,2011-03-01,2011-08-22,4,ECommerce
1025,1,3100000.0,USA,Santa Barbara,1,2003-01-01,1,2006-02-01,2006-02-01,3,Software
1026,1,250000.0,USA,Boston,1,2010-01-01,1,2010-04-27,2010-04-27,2,Software
1027,1,505000.0,USA,Manchester New Hampshire,2,2010-01-01,1,2010-03-02,2012-05-29,3,Education
1029,1,12000000.0,USA,Boston,2,2010-01-01,1,2012-03-13,2012-12-04,5,Mobile
1031,1,810000.0,USA,Elmira,1,2009-01-01,1,2010-02-16,2010-02-16,3,Biotechnology
1033,1,3970800.0,FRA,Paris,2,2007-01-01,1,2011-02-10,2013-04-14,5,Software
1035,1,1015000.0,USA,SF Bay Area,2,2011-06-01,2,2012-10-01,2012-11-01,3,Enterprise Software
1037,1,1800000.0,USA,SF Bay Area,2,2011-12-01,4,2013-12-25,2014-06-24,4,Software
1038,1,6000000.0,USA,Chicago,1,2002-01-01,1,2010-10-25,2010-10-25,5,Software
1039,1,43981909.0,USA,SF Bay Area,6,2006-01-01,1,2009-04-24,2013-02-14,5,0_other_cat
1041,1,2000000.0,USA,SF Bay Area,1,2010-08-16,3,2011-06-10,2011-06-10,1,Advertising
1044,1,5500000.0,USA,SF Bay Area,2,2005-01-01,1,2006-06-21,2008-04-10,5,Advertising
1045,1,20118.0,GBR,GBR  Other,1,2010-01-01,1,2012-02-26,2012-02-26,1,Advertising
1049,1,720000.0,USA,Los Angeles,1,2010-01-23,1,2010-03-04,2010-03-04,3,ECommerce
1050,1,5500000.0,DNK,Copenhagen,2,2002-01-01,1,2010-01-06,2014-05-11,5,Software
1051,1,328000.0,USA,St Louis,3,2011-07-01,3,2012-09-19,2013-09-20,2,Cloud Computing
1053,1,470000.0,USA,SF Bay Area,2,2010-05-01,2,2010-05-01,2011-03-07,3,Advertising
1054,1,81874.0,CAN,Vancouver,1,2008-03-10,1,2009-01-01,2009-01-01,1,Video
1055,1,300000.0,USA,Atlanta,1,2011-01-01,1,2012-03-29,2012-03-29,1,Health and Wellness
1056,1,2350000.0,USA,New York City,2,2011-10-01,4,2011-07-19,2014-07-09,4,Health Care
1059,1,1500000.0,USA,Phoenix,1,2012-01-01,1,2013-07-18,2013-07-18,4,Advertising
1060,1,4035000.0,USA,Philadelphia,3,2001-01-01,1,2010-02-25,2012-07-25,5,Biotechnology
1061,1,2000000.0,USA,Los Angeles,1,2012-01-01,1,2013-09-26,2013-09-26,4,Mobile
1062,1,10000.0,IND,Mumbai,1,2007-09-01,3,2007-07-01,2007-07-01,1,Video
1063,1,6731042.0,USA,Washington DC,2,2007-01-01,1,2011-03-16,2013-10-02,5,Biotechnology
1065,1,2900000.0,NOR,NOR  Other,3,2005-11-01,4,2005-11-01,2007-12-01,1,Advertising
1066,1,2539200.0,FRA,Paris,1,2009-01-01,1,2012-11-13,2012-11-13,4,Games
1067,1,2649402.0,USA,Tucson,2,2011-01-01,1,2012-01-23,2013-03-12,4,Biotechnology
1069,1,27000000.0,USA,SF Bay Area,2,2006-08-08,3,2006-08-01,2007-04-18,5,Advertising
1070,1,2200000.0,FRA,Paris,2,2012-11-01,4,2012-12-24,2014-10-09,4,Advertising
1071,1,40000.0,CHL,Santiago,1,2014-04-17,2,2014-06-01,2014-06-01,1,Fashion
1072,1,100000.0,USA,SF Bay Area,2,2009-02-01,1,2011-07-01,2011-09-06,3,Advertising
1074,1,39682384.0,USA,Manchester New Hampshire,9,2007-05-01,2,2007-07-01,2012-04-03,5,Biotechnology
1075,1,4000000.0,USA,SF Bay Area,2,2012-06-05,2,2013-02-26,2014-09-03,5,Mobile
1077,1,1600000.0,JPN,Tokyo,1,2010-03-15,1,2013-07-04,2013-07-04,4,Mobile
1078,1,355000.0,USA,SF Bay Area,3,2008-01-01,1,2009-01-01,2010-04-01,2,Travel
1079,0,25000.0,USA,NY  Other,1,2014-01-01,1,2014-09-24,2014-09-24,1,0_other_cat
1082,1,3301958.0,USA,SF Bay Area,1,2010-01-01,1,2012-08-22,2012-08-22,4,Social Media
1083,1,253000.0,FRA,Bidart,1,2005-01-01,1,2006-07-24,2006-07-24,2,Analytics
1084,1,256000.0,USA,SF Bay Area,2,2011-05-31,2,2011-11-15,2012-12-01,2,Mobile
1085,1,550000.0,USA,St Louis,2,2008-01-01,1,2010-01-01,2011-09-01,3,Software
1086,1,6500000.0,GBR,London,1,2007-01-01,1,2008-03-01,2008-03-01,4,Internet
1087,1,11900000.0,USA,SF Bay Area,3,2012-04-03,2,2012-04-01,2014-09-08,5,Apps
1088,1,43000000.0,USA,New York City,2,2010-01-01,1,2010-09-15,2011-01-03,5,Advertising
1090,1,1540000.0,USA,SF Bay Area,3,2010-08-01,3,2010-11-01,2011-12-09,3,Software
1092,1,307954.0,ESP,Valencia,2,2009-08-01,3,2010-01-01,2011-01-01,2,Advertising
1093,1,1500000.0,GBR,London,1,2011-01-01,1,2011-07-01,2011-07-01,4,Mobile
1095,1,7500000.0,USA,Los Angeles,3,2009-01-01,1,2009-10-20,2013-05-23,5,Social Media
1096,1,8300000.0,USA,Washington DC,2,2003-01-01,1,2006-01-17,2013-02-20,5,Biotechnology
1098,1,1368157.0,ESP,Barcelona,1,2010-09-09,3,2011-02-04,2011-02-04,4,Analytics
1099,1,6544400.0,USA,Hartford,3,2010-11-17,4,2011-06-08,2014-07-31,5,Advertising
1102,1,474063.0,USA,SF Bay Area,1,2007-01-01,1,2014-06-26,2014-06-26,2,Advertising
